Green Chemistry,"FP:(FP:(EN_ALLTXT:""<GREEN CHEMISTRY>"" AND DP: 2019 AND PA:(""Univ*"" OR College)))",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2019,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Número,157,85,80,68,52,35,34,34,30,26,26,20,18,18,18,18,17,16,16,14,14,14,14,14,14,12,12,11,11,11,10,9,9,9,9,9,8,8,7,7,7,6,6,6,6,6,6,6,5,5,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2010,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Código ICP, A61K,G01N,H01L,B32B,C12N,C01B,B82B,A61P,B05D,B01J,C12Q,B82Y,C07K,C07H,G01Q,C23C,A61L,D01F,H01M,C01G,A61B,B01D,C08F,C09D,C25D,G03F,H01B,A61F,C08G,C12M,A61N,B22F,B29C,C07D,G01R,H01F,C08L,C09K,C12P,C40B,H01J,A01N,A61M,C08K,C23F,D01D,G02B,B01F,B44C,B81C, 
Número,147,79,67,40,40,38,35,34,34,32,30,28,27,18,18,17,16,16,15,14,13,13,13,13,13,13,13,12,12,12,11,10,10,10,9,9,8,8,8,8,8,7,7,7,7,7,7,6,6,6,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2009,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,, 
Código ICP, A61K,G01N,H01L,C01B,B82B,A61P,C12Q,C12N,B32B,C07K,B01J,B05D,C07H,A61B,C23C,C01G,C08G,C12M,C25D,H01M,A61F,A61L,C08F,C12P,A01N,C30B,A61N,B01D,B22F,B29C,B82Y,C08L,C04B,C07D,H01G,C08J,C09K,G01B,G01J,H01F,B81C,C07F,C08K,C25B,C40B,D01F,G01Q,G06F,B01F,B29D,
Número,100,68,56,36,34,31,30,29,28,27,26,20,18,15,15,14,11,11,11,11,10,10,10,10,9,9,8,8,8,8,8,8,7,7,7,6,6,6,6,6,5,5,5,5,5,5,5,5,4,4,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2008,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Código ICP, A61K,G01N,H01L,C12Q,B82B,C01B,A61P,C12N,C07K,B05D,B32B,C07H,C12M,C23C,D01F,H01J,B01J,C08L,H01M,C08G,C08K,G01J,G02B,G03F,A61B,A61L,B01D,B82Y,C08F,C08J,C30B,D01D,A01N,C07D,C12P,G01Q,A61F,B01L,B29C,C09C,B81C,C22C,C25D,G06F,H01B,A61M,B22F,B23K,C01G,C09D, 
Número,79,67,54,39,31,31,23,23,20,15,14,13,13,13,11,11,10,10,10,9,9,9,9,9,8,8,8,8,8,8,8,8,7,7,7,7,6,6,6,6,5,5,5,5,5,4,4,4,4,4,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2007,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Código ICP, G01N,H01L,A61K,C12Q,B82B,C01B,B05D,C07K,D01F,B32B,A61B,C08G,G02B,A61L,C08J,C12M,C30B,G01B,A61F,B01J,C07H,G11C,B22F,C08L,G01Q,C12N,D01D,G03F,C09K,H01F,A61P,B01D,B29C,C01G,C08F,C12P,G06F,H01M,B01L,B82Y,C08K,C25D,H01B,H01R,A01N,C07D,C07F,C09C,C09D,D02G, 
Número,50,43,34,22,19,18,17,16,16,15,12,11,11,10,10,10,10,10,9,9,9,9,8,8,8,7,7,7,6,6,5,5,5,5,5,5,5,5,4,4,4,4,4,4,3,3,3,3,3,3,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2006,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Código ICP, A61K,G01N,C12Q,H01L,C12N,C01B,C07K,C12P,B32B,C12M,D01F,A61L,B05D,B82B,C07H,G01Q,H01M,B82Y,C08K,G03F,G06F,A61B,B01D,B01J,C08J,C08L,G01B,H01J,A61M,B22F,C01G,C08F,C08G,H04B,A01N,A61F,A61P,B29C,B81C,C09K,G01R,G02B,G11C,B01F,B03C,B44C,C07C,C07F,C09C,C10L, 
Número,44,44,27,26,20,16,16,11,10,10,10,9,9,9,9,9,8,7,7,7,7,6,6,6,6,6,6,6,5,5,5,5,5,5,4,4,4,4,4,4,4,4,4,3,3,3,3,3,3,3,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2005,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Código ICP, H01L,G01N,C01B,A61K,C12Q,B82B,C12N,B05D,C07K,G01Q,B32B,C12M,C30B,G03F,B01J,G06F,H01F,C07H,D01F,G02B,A61B,G11B,B01L,B81B,C02F,C07B,C08G,C08K,C12P,C23C,G01B,B01D,B03C,B22F,B29C,C04B,C08L,C09K,D01D,D02G,D06M,H01B,H01M,H02N,H05B,A01N,A61L,A61M,A61P,B08B, 
Número,32,29,25,22,22,20,14,12,12,12,10,9,9,9,8,8,7,6,6,6,5,5,4,4,4,4,4,4,4,4,4,3,3,3,3,3,3,3,3,3,3,3,3,3,3,2,2,2,2,2,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2004,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Código ICP, G01N,C12N,C12Q,A61K,H01L,B82B,C07K,B05D,G01Q,B32B,C07H,C01B,C30B,G03F,A61B,B01J,C12M,C12P,D01F,G11C,H01F,B01L,H01B,B81B,C04B,C07C,C08G,C08K,C09K,D01D,G03B,G11B,A24D,A61P,B23K,B29B,B29C,C03C,C07D,C22C,C23C,C25B,C25D,C40B,D06C,F21V,G01L,G06N,H01S,H03K, 
Número,26,21,21,19,18,15,12,11,10,9,9,8,8,8,7,6,6,5,5,5,5,4,4,3,3,3,3,3,3,3,3,3,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2003,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Código ICP, G01N,H01L,B82B,G03F,C12Q,B05D,G01Q,C30B,G11C,C07K,A61K,B81B,B01J,B01L,C01B,D01F,G11B,G21K,C12N,G01R,C23C,C40B,G06N,H01F,B32B,B81C,C07C,C07H,C09B,C12M,D06M,D06P,A61F,B22F,C07B,C12P,G02B,G06F,A61B,A61L,A61N,B21F,B23K,B29C,C03C,C07D,C07F,C08H,C09D,C22C, 
Número,32,25,22,18,16,13,13,11,11,10,9,8,7,7,7,7,7,6,5,5,4,4,4,4,3,3,3,3,3,3,3,3,2,2,2,2,2,2,1,1,1,1,1,1,1,1,1,1,1,1,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2002,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Código ICP, G01N,B82B,C01B,G11B,D01F,C12Q,A61K,G01Q,G11C,G21K,G03F,H03K,B01J,B05D,C12N,G02B,H01L,B01D,B03C,C07K,C08F,C12M,C23C,C30B,G01T,G06N,A01N,A61L,B01L,B23H,B25J,B29D,B32B,B41C,B41M,B81B,B81C,C07B,C07H,C09D,C09K,C12P,C22C,C25F,C40B,G01R,G02F,G03C,G06F,H01F, 
Número,16,11,11,11,10,9,8,7,7,7,6,4,3,3,3,3,3,2,2,2,2,2,2,2,2,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Código ICP, G01N,C07K,C12Q,C01B,C12N,B03C,B05D,B82B,G03F,G11B,A61K,C12P,A61P,G01Q,H01L,B01J,C07B,C07F,C07H,C23C,C30B,D01F,G01R,G11C,A61L,A61N,B32B,B81C,C07D,C12M,C22C,C25D,C40B,D01H,G01B,G02B,G06N,H01F,H01J,H03K, ,,,,,,,,,,
Número,12,8,8,6,6,5,5,5,5,5,4,4,3,3,3,2,2,2,2,2,2,2,2,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Código ICP, C07K,G06N,G11C,A61K,B82B,C12N,C23C,H01L,H03K,B81C,G01Q,G11B,A61P,C07H,C12Q,G01B,G01N,G01R,H01F,A61B,B05D,B81B,C09K,C12M,C22C,C40B,D01D,D01F,D02G,G03F,G06F,G06G, ,,,,,,,,,,,,,,,,,,
Número,7,5,5,4,4,4,4,4,4,3,3,3,2,2,2,2,2,2,2,1,1,1,1,1,1,1,1,1,1,1,1,1,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1999,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Código ICP, G01N,B05D,C08G,C12Q,A61K,B01J,C08J,C08L,A61L,B32B,B82B,C07H,D01F,G01B,G11B,G11C,H01L,A61B,B01L,B41M,C01B,C03C,C07B,C07K,C08F,C12M,C12N,C23C,C40B,G01Q,G02B,G03F,G06N,G21K,H01B, ,,,,,,,,,,,,,,,
Número,6,5,4,4,3,3,3,3,2,2,2,2,2,2,2,2,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Nanochemistry,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2019,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Código ICP, B01J,C02F,A61K,B22F,B82B,B82Y, ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Número,2,2,1,1,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2018,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Código ICP, G01N,A61K,A61N,B01J,B82Y,C07K,C08G,C09K,G01B,G01J,G02B,G03F,G07D,H05B, ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Número,3,1,1,1,1,1,1,1,1,1,1,1,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Código ICP, C09K,G01B,G01N,G02B, ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Número,1,1,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2016,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Código ICP, B82Y,G01N,A61N,B01J,B22F,C01B,C08F,C08G,G01J,G01Q, ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Número,2,2,1,1,1,1,1,1,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2015,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Código ICP, G01N,B32B,B81C,B82Y,C23C, ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Número,2,1,1,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2014,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Código ICP, A61K,D06M,B22F,B82B,B82Y,C07K,C22C, ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Número,3,2,1,1,1,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2013,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Código ICP, B05D,B08B,B82Y,C07K, ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Número,1,1,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2012,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Código ICP, B82Y,B08B,A61K,B01L,B05D,B09B,B22F,B81C,C01B,C07H,D06M,G01Q, ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Número,4,2,1,1,1,1,1,1,1,1,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2011,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Código ICP, B82Y,A62D,B01L,B03C,C01B,C02F,C08F,C08G,C09K,C23F,G01N,G01Q,H01L, ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Número,4,1,1,1,1,1,1,1,1,1,1,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2010,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Código ICP, G01Q,H01L,H01M, ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Número,1,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2009,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Código ICP, A01N,A61K,C01B,D02G,H01L, ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Número,1,1,1,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2008,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Código ICP, A01N,A61K,B01L,G01J,G01N,G01Q, ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Número,1,1,1,1,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2007,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Código ICP, B01L,H01J, ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Número,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2006,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Código ICP,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Número,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2005,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Código ICP, C07K,B03C,G01Q, ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Número,2,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2004,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Código ICP, C01B,B01J,C01F,C22B, ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Número,2,1,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2003,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Código ICP,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Número,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2002,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Código ICP, A61F,A61K,A61L,C08F,C08G,G01N, ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Número,1,1,1,1,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Código ICP,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Número,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Código ICP,-,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Número,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1999,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Código ICP,A61L,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Número,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Heterogeneous Catalysis,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2019,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Código ICP, B01J,C07C,C07F,C07D,C01B,C08G,C25B,A61K,G01N,H01M, ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Número,49,23,10,7,5,5,5,4,4,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2018,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Código ICP, B01J,C07C,C07F,C07D,B01D,C01B,C25B,B82Y,C02F,C08G,G01N,B22F,C01G,C08F,C08J,C11C,C23C,D01D,H01M,A62D,B09C,C01C,C01F,C04B,C07B,C07H,C08L,C10G,C10L,C12P,C12Q,C30B,D01F, ,,,,,,,,,,,,,,,,,
Número,46,29,9,7,6,6,4,3,3,3,3,2,2,2,2,2,2,2,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Código ICP, B01J,C07C,C07D,C01B,B01D,C02F,C07F,G01N,C10G,C23C,C25B,H01G,A62D,B22F,B82Y,C12N,F17C,G03F,H01L,H01M,A61L,B05D,C01F,C01G,C07H,C08J,C08K,C09C,C09D,C09K,C12P,C14C,C22C,C22F,C25C,G01J, ,,,,,,,,,,,,,,
Número,38,18,13,11,8,8,8,6,3,3,3,3,2,2,2,2,2,2,2,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2016,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Código ICP, B01J,C07C,C07D,C07F,C01B,B01D,C08G,C25B,A61K,B22F,C23C,B82Y,C02F,C08F,C10G,C11C,C12P,A61L,C07B,C08J,C08L,C10L,C12N,C22B,C22C,H01L,A23D,A61P,A61Q,A62D,B09C,B32B,C01F,C04B,C07H,C08B,C10B,C10M,C12M,C14C,D01D,D01F,D21C,G01N,H01M, ,,,,,
Número,28,13,9,8,7,5,5,5,4,4,4,3,3,3,3,3,3,2,2,2,2,2,2,2,2,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2015,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Código ICP, B01J,C07C,C07D,C01B,C07F,B01D,C08G,C02F,C08J,C10G,C10L,C11C,H01M,B22F,C01G,C07B,C07K,C08F,C08L,C12P,D01D,G01N,A61K,A61L,A61Q,B01F,B01L,B09C,B29C,B29K,B29L,B82Y,C04B,C05F,C07H,C12N,C13K,C22C,C25B,C25C,D01F,D21B,F16L,G03G,G10K,H01G, ,,,,
Número,35,18,12,11,8,6,5,4,4,4,4,4,4,2,2,2,2,2,2,2,2,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2014,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Código ICP, B01J,C07C,B01D,C01B,C07F,C11C,C10G,B22F,C07D,H01M,A23D,A61K,C02F,C10L,C22C,C23C,F01N,A23L,A61L,A61P,B05D,B32B,B65B,B82Y,C01G,C08F,C08G,C09D,C11B,C12P,C25B,G01N,G01R, ,,,,,,,,,,,,,,,,,
Número,24,9,7,7,6,6,5,4,4,4,3,3,3,3,3,2,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2013,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Código ICP, B01J,C07C,C07F,B82Y,C01B,C07D,B01D,C07B,C08F,C11C,G01N,H01M,A01N,B01L,B82B,C01G,C02F,C07K,C08L,C10G,C12N,C12P,C22C,A61B,A61K,A62D,B01F,B05D,B28B,B29C,B32B,C01F,C03C,C08B,C08G,C08J,C08K,C09K,C21D,C23C,D01D,D01F,D02J,F17C,G21C,H01B,H01F,H01L, ,,
Número,24,15,11,7,7,7,6,3,3,3,3,3,2,2,2,2,2,2,2,2,2,2,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2012,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Código ICP, B01J,C07C,C07F,B82Y,C07D,A61K,C01B,C02F,C07B,C08G,C10L,C11C,B01D,B32B,C01G,C12P,G01N,A01N,A61B,A61N,B01F,B01L,B22F,C01F,C07H,C08F,C08K,C10G,C10J,C10K,C12M,C12N,C12Q,F16K,G01Q,G21K,H01L, ,,,,,,,,,,,,,
Número,26,11,8,7,6,5,5,4,3,3,3,3,2,2,2,2,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2011,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Código ICP, B01J,C07C,C01B,B01D,H01M,B82Y,C07F,C08G,A61K,C07B,C07D,A61P,B32B,C04B,C09K,H01L,B01L,C01F,C02F,C07K,C08F,C22C,D01C,F02B,G01N,G01Q,G21K,H01J, ,,,,,,,,,,,,,,,,,,,,,,
Número,28,16,9,7,5,4,4,4,3,3,3,2,2,2,2,2,1,1,1,1,1,1,1,1,1,1,1,1,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2010,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
